Edad;IngAnual;TipVivienda;AntLaboral;DestPrestamo;CalifPrestamo;MontoPrest;TasaInteres;Default;PorcPrestamo;DefaultHistorico;MesesHistorial
23;16000;PROPIO;7;Personal;A;2000;6.39;0;0.13;N;3
23;148000;ALQUILER;1;PagoDeudas;E;25000;14.93;1;0.17;N;3
23;16000;HIPOTECA;1;GastosMedicos;C;5600;12.84;1;0.35;N;4
24;16020;PROPIO;3;Empresa;E;3625;17.14;1;0.23;Y;2
22;16094;HIPOTECA;2;Empresa;A;5500;7.14;1;0.34;N;3
25;175000;ALQUILER;2;Personal;A;25000;8.9;0;0.14;N;2
22;16200;PROPIO;6;Personal;B;2000;12.42;0;0.12;N;3
24;185000;ALQUILER;7;MejorasCasa;C;25000;12.68;0;0.14;Y;2
25;162000;ALQUILER;9;Personal;C;25000;11.03;0;0.15;N;2
26;161000;ALQUILER;10;Empresa;A;30000;7.9;0;0.19;N;4
22;160000;HIPOTECA;0;GastosMedicos;B;35000;10.65;0;0.22;N;4
25;225000;ALQUILER;5;Empresa;B;25000;11.86;0;0.11;N;4
25;16400;PROPIO;1;Personal;A;5000;8.94;1;0.3;N;4
23;16500;PROPIO;6;Empresa;B;4375;9.63;1;0.27;N;4
25;49500;ALQUILER;6;Personal;C;24750;14.22;1;0.5;N;3
23;60000;ALQUILER;4;PagoDeudas;B;24750;9.33;1;0.41;N;3
24;84200;ALQUILER;8;GastosMedicos;C;24500;13.85;0;0.29;N;4
22;16800;HIPOTECA;5;Educacion;B;2000;10.65;0;0.12;N;2
24;92000;ALQUILER;8;GastosMedicos;B;24500;11.46;0;0.27;N;4
23;160000;HIPOTECA;5;Personal;A;35000;7.66;0;0.22;N;2
24;160000;HIPOTECA;9;Empresa;E;12000;16.77;0;0.07;N;4
25;160000;HIPOTECA;1;Personal;B;12000;9.63;0;0.07;N;4
26;160000;ALQUILER;6;Personal;C;25000;12.23;0;0.16;Y;4
25;125800;HIPOTECA;0;GastosMedicos;D;10000;14.09;1;0.07;N;4
25;54000;ALQUILER;2;Personal;C;24250;13.98;1;0.45;N;4
23;62500;ALQUILER;1;Educacion;B;24250;10.62;1;0.39;N;4
24;16800;HIPOTECA;;PagoDeudas;A;3900;;1;0.23;N;3
25;68400;ALQUILER;9;Personal;E;24250;17.56;1;0.35;N;4
26;56045;ALQUILER;1;GastosMedicos;D;24250;14.96;1;0.37;N;2
22;74000;ALQUILER;7;PagoDeudas;D;24250;15.65;1;0.33;Y;2
24;65453;ALQUILER;9;GastosMedicos;D;24250;15.7;1;0.31;N;2
24;89908;ALQUILER;1;Empresa;B;24250;12.53;0;0.27;N;3
26;78000;ALQUILER;0;MejorasCasa;E;24250;17.56;1;0.31;Y;3
23;100000;ALQUILER;0;Personal;C;24250;12.87;0;0.24;Y;2
23;103000;ALQUILER;6;Personal;D;24250;15.7;0;0.24;N;2
25;160000;HIPOTECA;2;Educacion;A;9000;;0;0.06;N;3
25;160000;PROPIO;5;Empresa;B;15000;11.14;0;0.09;N;4
24;160000;HIPOTECA;3;Empresa;D;20000;16;0;0.13;N;3
23;160000;HIPOTECA;2;Educacion;D;25000;15.65;0;0.16;Y;2
26;160000;HIPOTECA;0;PagoDeudas;C;13750;;0;0.09;N;4
21;160000;HIPOTECA;3;Empresa;D;15250;15.31;0;0.1;Y;4
25;160000;HIPOTECA;3;Empresa;C;20000;13.47;0;0.13;Y;2
22;16800;HIPOTECA;0;MejorasCasa;C;4750;13.85;1;0.28;Y;2
25;111996;ALQUILER;9;Personal;D;24250;;0;0.22;N;3
21;16800;HIPOTECA;0;Empresa;B;6000;10.39;1;0.36;N;4
25;115200;ALQUILER;0;MejorasCasa;B;24250;11.36;0;0.21;N;2
23;144000;ALQUILER;0;Educacion;B;24250;11.83;0;0.17;N;3
23;287000;ALQUILER;3;Educacion;B;24250;12.53;0;0.08;N;3
22;108000;ALQUILER;1;MejorasCasa;D;24150;14.96;1;0.22;Y;3
22;43000;ALQUILER;7;PagoDeudas;C;24000;13.85;1;0.56;Y;3
23;47004;ALQUILER;1;Empresa;B;24000;11.58;1;0.51;N;4
24;48000;ALQUILER;4;Empresa;D;24000;16.29;1;0.5;Y;2
26;48000;ALQUILER;4;GastosMedicos;A;24000;;1;0.5;N;3
21;44964;ALQUILER;2;Educacion;D;24000;16.29;1;0.53;Y;2
25;52000;ALQUILER;;Personal;B;24000;10.74;1;0.46;N;2
22;17352;HIPOTECA;;Educacion;C;2250;15.27;0;0.13;Y;3
24;47000;ALQUILER;3;Personal;F;24000;17.8;1;0.51;N;2
22;17400;HIPOTECA;6;Empresa;B;1000;11.36;0;0.06;N;2
22;49000;ALQUILER;2;GastosMedicos;E;24000;17.56;1;0.49;N;4
26;60000;ALQUILER;0;Personal;A;24000;7.9;1;0.4;N;4
25;60000;ALQUILER;3;Personal;B;24000;10.99;1;0.4;N;4
22;60000;ALQUILER;0;Personal;A;24000;7.29;1;0.4;N;3
21;60000;ALQUILER;5;GastosMedicos;B;24000;10.75;1;0.4;N;2
26;62004;ALQUILER;9;PagoDeudas;A;24000;7.9;1;0.39;N;3
22;62400;ALQUILER;3;Educacion;D;24000;14.84;1;0.38;N;2
26;65000;ALQUILER;10;PagoDeudas;A;24000;;1;0.37;N;2
22;17760;HIPOTECA;6;Educacion;C;4975;;1;0.28;Y;3
23;59000;ALQUILER;5;PagoDeudas;E;24000;19.69;1;0.41;Y;2
23;66000;ALQUILER;6;Empresa;A;24000;;1;0.36;N;4
24;60000;ALQUILER;0;Empresa;D;24000;14.96;1;0.4;N;4
25;66143;ALQUILER;9;Educacion;A;24000;6.99;1;0.36;N;3
22;62250;ALQUILER;3;Personal;E;24000;16.45;1;0.39;Y;4
24;70000;ALQUILER;8;Educacion;B;24000;10.99;1;0.34;N;4
23;74000;ALQUILER;7;PagoDeudas;B;24000;10.99;1;0.32;N;2
22;18000;PROPIO;3;Personal;A;3000;7.9;1;0.17;N;4
22;75000;ALQUILER;6;Educacion;B;24000;12.69;1;0.32;N;4
24;75000;ALQUILER;9;GastosMedicos;B;24000;10.37;1;0.32;N;3
24;75000;ALQUILER;7;MejorasCasa;C;24000;;1;0.32;N;3
26;69000;ALQUILER;0;PagoDeudas;F;24000;15.83;1;0.35;N;3
23;78000;ALQUILER;4;Personal;C;24000;13.92;1;0.31;N;3
22;18000;PROPIO;;Empresa;B;2000;11.49;0;0.11;N;3
24;80000;ALQUILER;2;GastosMedicos;B;24000;10.25;0;0.3;N;2
22;18000;PROPIO;1;MejorasCasa;A;3500;7.49;1;0.19;N;4
23;18000;PROPIO;3;Educacion;A;4000;5.99;1;0.22;N;2
23;74700;ALQUILER;6;Personal;D;24000;12.92;1;0.32;N;2
26;88596;ALQUILER;3;Personal;B;24000;11.58;0;0.27;N;3
25;95000;ALQUILER;4;Educacion;A;24000;8.9;0;0.25;N;2
22;83000;ALQUILER;6;PagoDeudas;E;24000;19.69;1;0.29;N;3
25;95000;ALQUILER;9;Empresa;A;24000;6.54;0;0.25;N;4
21;18000;PROPIO;3;MejorasCasa;D;4900;14.54;1;0.27;Y;4
21;18000;PROPIO;;Educacion;B;5000;11.11;1;0.28;N;2
26;100000;ALQUILER;5;Personal;C;24000;12.73;0;0.24;N;4
24;110000;ALQUILER;7;Empresa;D;24000;15.62;0;0.22;N;4
24;18000;PROPIO;0;MejorasCasa;A;6250;6.54;1;0.35;N;4
22;98000;ALQUILER;7;PagoDeudas;F;24000;;1;0.24;Y;2
26;103872;ALQUILER;6;PagoDeudas;G;24000;20.03;1;0.23;N;4
22;120000;ALQUILER;4;Educacion;B;24000;9.91;0;0.2;N;4
24;120000;ALQUILER;1;Empresa;B;24000;12.69;0;0.2;N;4
26;108000;ALQUILER;9;Educacion;G;24000;20.16;1;0.22;N;3
24;124080;ALQUILER;4;Personal;D;24000;16.49;0;0.19;Y;4
23;18000;HIPOTECA;1;GastosMedicos;D;2500;15.95;1;0.14;N;2
24;130000;ALQUILER;7;PagoDeudas;B;24000;11.49;0;0.18;N;3
25;135000;ALQUILER;8;Personal;B;24000;10.99;0;0.18;N;2
24;135000;ALQUILER;4;MejorasCasa;C;24000;13.79;0;0.18;N;2
23;114750;ALQUILER;2;GastosMedicos;G;24000;20.03;1;0.18;Y;3
23;150000;ALQUILER;0;Educacion;A;24000;7.49;0;0.16;N;4
23;138000;ALQUILER;7;PagoDeudas;D;24000;16;1;0.17;Y;2
24;18000;PROPIO;6;Personal;A;13000;7.88;1;0.72;N;3
21;18000;PROPIO;0;Empresa;B;6250;10.62;1;0.35;N;4
26;155000;ALQUILER;7;PagoDeudas;B;24000;10.99;0;0.15;N;4
26;148000;ALQUILER;1;Educacion;F;24000;18.3;1;0.16;N;2
26;170000;ALQUILER;3;PagoDeudas;C;24000;;0;0.14;Y;2
21;18000;PROPIO;1;Personal;B;2500;11.36;0;0.14;N;3
24;43896;ALQUILER;8;MejorasCasa;B;23975;;1;0.55;N;2
23;120000;ALQUILER;4;GastosMedicos;C;23750;13.47;0;0.2;N;2
24;54996;ALQUILER;2;Personal;B;23600;11.89;1;0.43;N;3
24;18000;HIPOTECA;0;PagoDeudas;B;10000;12.18;1;0.56;N;2
25;102000;ALQUILER;9;PagoDeudas;C;23600;13.49;0;0.23;N;4
23;75000;ALQUILER;3;Personal;E;23575;14.5;1;0.31;N;4
22;18000;PROPIO;2;GastosMedicos;C;4000;;1;0.22;N;2
22;18000;PROPIO;1;GastosMedicos;D;5400;15.31;1;0.3;Y;2
25;18000;HIPOTECA;1;GastosMedicos;B;4000;;1;0.22;N;3
21;18000;PROPIO;5;Empresa;B;3375;;1;0.19;N;2
22;66960;ALQUILER;1;Empresa;A;23400;7.49;1;0.35;N;2
22;43385;ALQUILER;7;Personal;C;23000;;1;0.53;N;3
25;56544;ALQUILER;3;Educacion;B;23000;;1;0.41;N;2
23;60000;ALQUILER;2;Empresa;B;23000;12.18;1;0.38;N;4
24;18000;HIPOTECA;3;Empresa;C;1200;11.34;0;0.07;Y;4
25;63208;ALQUILER;9;Educacion;B;23000;9.91;1;0.36;N;3
24;65000;ALQUILER;0;MejorasCasa;B;23000;11.99;1;0.35;N;4
23;68000;ALQUILER;7;Educacion;B;23000;9.62;1;0.34;N;2
22;18000;PROPIO;1;PagoDeudas;B;3000;9.96;1;0.17;N;3
25;80000;ALQUILER;9;Empresa;C;23000;;0;0.29;N;2
24;88000;ALQUILER;1;Empresa;D;23000;14.54;1;0.26;N;2
22;58600;ALQUILER;5;GastosMedicos;B;22750;11.36;1;0.39;N;4
23;70000;ALQUILER;7;PagoDeudas;C;22500;14.27;1;0.32;N;2
24;18287;PROPIO;3;MejorasCasa;B;3000;11.99;1;0.16;N;3
26;69846;ALQUILER;2;Educacion;F;22500;18.99;1;0.32;Y;2
24;73000;ALQUILER;0;Empresa;E;22400;16.7;1;0.31;Y;4
24;18500;HIPOTECA;8;Personal;A;5000;9.32;1;0.27;N;3
23;35000;ALQUILER;2;PagoDeudas;B;22250;12.69;1;0.64;N;3
25;43000;ALQUILER;9;MejorasCasa;C;22000;13.11;1;0.51;N;2
25;52000;ALQUILER;4;Personal;B;22000;10.74;1;0.42;N;2
21;18701;HIPOTECA;0;Personal;D;4200;14.11;1;0.22;Y;4
22;57000;ALQUILER;6;Educacion;B;22000;9.63;1;0.39;N;3
25;58000;ALQUILER;0;GastosMedicos;C;22000;14.65;1;0.38;N;2
23;60000;ALQUILER;6;PagoDeudas;B;22000;10.25;1;0.37;N;4
24;60000;ALQUILER;3;Empresa;C;22000;14.26;1;0.37;Y;2
25;18840;HIPOTECA;5;Educacion;B;3000;9.91;1;0.16;N;2
26;56000;ALQUILER;7;GastosMedicos;E;22000;17.19;1;0.39;N;3
22;70000;ALQUILER;3;Educacion;B;22000;11.36;1;0.31;N;4
22;66000;ALQUILER;1;Educacion;F;22000;;1;0.33;N;2
23;74064;ALQUILER;3;PagoDeudas;B;22000;10.59;0;0.3;N;3
24;76597;ALQUILER;5;Educacion;B;22000;9.25;0;0.29;N;2
22;19000;PROPIO;6;GastosMedicos;A;3625;8.49;1;0.19;N;3
26;77000;ALQUILER;0;Empresa;A;22000;6.54;0;0.29;N;3
21;19000;PROPIO;5;GastosMedicos;A;6000;8.49;1;0.32;N;3
24;80000;ALQUILER;0;GastosMedicos;A;22000;;0;0.28;N;4
26;82600;ALQUILER;10;Empresa;B;22000;12.69;0;0.27;N;2
24;19000;PROPIO;3;GastosMedicos;C;7400;13.85;1;0.39;N;2
25;19000;PROPIO;3;PagoDeudas;A;4000;7.4;1;0.21;N;3
23;84000;ALQUILER;3;PagoDeudas;B;22000;11.71;0;0.26;N;4
25;77650;ALQUILER;8;Personal;B;22000;11.48;1;0.28;N;3
25;82000;ALQUILER;1;Educacion;E;22000;17.51;1;0.27;N;2
21;19012;HIPOTECA;0;PagoDeudas;D;3500;14.61;1;0.18;N;3
23;99996;ALQUILER;3;PagoDeudas;A;22000;7.88;0;0.22;N;4
23;110000;ALQUILER;0;Personal;B;22000;;0;0.2;N;3
22;19200;HIPOTECA;6;Personal;B;4950;11.71;1;0.26;N;2
25;57000;ALQUILER;4;Personal;B;21700;11.99;1;0.38;N;2
24;54000;ALQUILER;5;Empresa;C;21600;13.49;1;0.4;N;2
23;56000;ALQUILER;8;GastosMedicos;G;21600;21.21;1;0.39;Y;4
26;63000;ALQUILER;2;PagoDeudas;C;21600;14.35;1;0.34;Y;3
22;82000;ALQUILER;3;Personal;C;21600;13.61;0;0.26;Y;3
22;78000;ALQUILER;6;PagoDeudas;B;21600;11.26;1;0.28;N;3
22;19200;PROPIO;0;Empresa;B;2400;10.59;0;0.13;N;3
24;112140;ALQUILER;8;GastosMedicos;A;21600;7.9;0;0.19;N;2
24;19200;HIPOTECA;;MejorasCasa;A;7000;5.99;1;0.36;N;4
25;19200;PROPIO;4;Educacion;B;3000;11.99;1;0.16;N;4
24;59000;ALQUILER;5;GastosMedicos;D;21500;16.89;1;0.36;N;3
24;70000;ALQUILER;5;MejorasCasa;B;21500;9.99;1;0.31;N;3
24;116000;ALQUILER;5;Educacion;D;21500;15.33;0;0.19;Y;3
25;60000;ALQUILER;5;Educacion;A;21450;7.29;1;0.36;N;4
22;31000;ALQUILER;5;PagoDeudas;B;21250;12.42;1;0.69;N;3
25;47052;ALQUILER;5;Empresa;B;21250;10.99;1;0.45;N;2
25;51060;ALQUILER;9;Empresa;A;21250;6.91;1;0.42;N;2
22;19200;HIPOTECA;6;PagoDeudas;C;5000;14.17;1;0.26;Y;2
22;53000;ALQUILER;3;GastosMedicos;B;21250;10.25;1;0.4;N;3
26;19200;PROPIO;0;Educacion;B;9250;;1;0.48;N;2
24;56000;ALQUILER;8;Empresa;D;21250;15.95;1;0.38;Y;3
24;65000;ALQUILER;4;Educacion;D;21250;15.95;1;0.33;Y;4
21;35000;ALQUILER;3;Empresa;B;21000;12.53;1;0.6;N;4
22;19200;HIPOTECA;6;MejorasCasa;D;1400;14.91;1;0.07;Y;4
23;19200;HIPOTECA;7;GastosMedicos;A;3000;;1;0.16;N;4
26;40000;ALQUILER;3;GastosMedicos;A;21000;6.54;1;0.53;N;4
25;19200;PROPIO;2;Empresa;B;1000;;0;0.05;N;3
26;42000;ALQUILER;0;GastosMedicos;F;21000;17.26;1;0.5;Y;4
23;63000;ALQUILER;2;GastosMedicos;B;21000;11.36;1;0.33;N;2
26;19200;HIPOTECA;5;Empresa;A;4000;7.51;1;0.21;N;4
22;59000;ALQUILER;2;Personal;B;21000;10.71;1;0.36;N;3
22;70500;ALQUILER;3;Personal;C;21000;13.98;0;0.3;Y;4
26;65219;ALQUILER;11;PagoDeudas;D;21000;14.09;1;0.32;N;3
22;75000;ALQUILER;2;Educacion;B;21000;10;0;0.28;N;3
22;19200;HIPOTECA;3;GastosMedicos;D;5000;15.33;1;0.26;N;3
25;62047;ALQUILER;9;GastosMedicos;E;21000;16.32;1;0.29;Y;4
24;79000;ALQUILER;8;MejorasCasa;A;21000;7.9;0;0.27;N;2
23;80000;ALQUILER;3;GastosMedicos;B;21000;11.99;0;0.26;N;3
24;84000;ALQUILER;8;GastosMedicos;B;21000;10.75;0;0.25;N;4
26;85000;ALQUILER;3;MejorasCasa;C;21000;13.92;0;0.25;N;3
22;93000;ALQUILER;1;Educacion;B;21000;9.91;0;0.23;N;3
26;81000;ALQUILER;10;Educacion;E;21000;16.95;1;0.26;Y;3
26;97000;ALQUILER;1;Educacion;A;21000;7.9;0;0.22;N;3
26;97000;ALQUILER;3;Educacion;C;21000;;0;0.22;Y;3
25;100000;ALQUILER;2;Personal;D;21000;16.49;1;0.21;Y;3
26;19200;OTRO;0;Personal;C;7500;11.97;1;0.39;Y;2
21;19253;HIPOTECA;;PagoDeudas;A;6250;6.17;1;0.32;N;3
26;125000;ALQUILER;5;MejorasCasa;A;21000;8.9;0;0.17;N;2
25;125000;ALQUILER;9;Educacion;C;21000;12.99;0;0.17;Y;3
23;82000;ALQUILER;2;Personal;B;20900;12.69;0;0.25;N;2
21;19500;HIPOTECA;0;Educacion;B;15000;9.64;1;0.77;N;2
26;50000;ALQUILER;7;Empresa;A;20500;7.49;1;0.41;N;3
23;70000;ALQUILER;2;Educacion;C;20500;13.16;0;0.29;Y;3
22;19800;PROPIO;1;Educacion;A;2100;8.38;0;0.11;N;4
123;80004;ALQUILER;2;Educacion;B;20400;10.25;0;0.25;N;3
23;54000;ALQUILER;7;Personal;A;20375;7.49;1;0.38;N;2
26;26000;ALQUILER;10;Educacion;B;20050;9.76;1;0.77;N;2
24;33000;ALQUILER;1;PagoDeudas;B;20000;10.99;1;0.61;N;3
23;20000;PROPIO;0;Personal;B;5000;11.71;0;0.25;N;4
22;20000;PROPIO;6;Personal;B;9250;10.65;0;0.46;N;4
24;35364;ALQUILER;1;GastosMedicos;B;20000;12.53;1;0.57;N;4
25;38000;ALQUILER;4;GastosMedicos;D;20000;14.59;1;0.53;N;4
23;32000;ALQUILER;3;PagoDeudas;D;20000;12.61;1;0.63;N;4
25;38004;ALQUILER;6;GastosMedicos;C;20000;13.11;1;0.53;N;2
23;20000;HIPOTECA;2;GastosMedicos;B;6400;10.65;0;0.32;N;4
25;38556;ALQUILER;9;Personal;C;20000;11.22;1;0.52;Y;4
23;32900;ALQUILER;1;Educacion;D;20000;16;1;0.61;N;2
25;34000;ALQUILER;10;MejorasCasa;B;20000;8.88;1;0.59;N;4
24;40000;ALQUILER;4;Personal;B;20000;12.53;1;0.5;N;3
21;36000;ALQUILER;5;GastosMedicos;D;20000;;1;0.56;Y;2
26;20000;HIPOTECA;5;GastosMedicos;A;4800;5.99;0;0.24;N;3
25;42000;ALQUILER;2;Educacion;C;20000;13.47;1;0.48;N;4
22;42224;ALQUILER;7;Empresa;A;20000;6.99;1;0.47;N;4
25;20000;PROPIO;0;Personal;D;5650;15.99;0;0.28;Y;2
23;20000;HIPOTECA;7;Educacion;C;3625;;0;0.18;Y;3
22;37212;ALQUILER;6;PagoDeudas;E;20000;16.69;1;0.54;N;3
25;38000;ALQUILER;9;GastosMedicos;B;20000;11.11;1;0.53;N;4
22;45000;ALQUILER;0;Educacion;A;20000;7.9;1;0.44;N;4
23;45000;ALQUILER;4;Personal;B;20000;10.25;1;0.44;N;2
24;45000;ALQUILER;8;GastosMedicos;E;20000;;1;0.44;N;2
23;20000;PROPIO;7;GastosMedicos;A;1200;7.49;0;0.06;N;3
22;45000;ALQUILER;1;PagoDeudas;C;20000;13.92;1;0.44;Y;3
24;39000;ALQUILER;5;GastosMedicos;D;20000;14.74;1;0.51;N;2
24;46500;ALQUILER;5;Educacion;B;20000;10.62;1;0.43;N;2
22;48000;ALQUILER;7;Empresa;B;20000;10.65;1;0.42;N;3
22;42000;ALQUILER;1;Personal;D;20000;12.99;1;0.48;N;3
22;48500;ALQUILER;1;Empresa;B;20000;11.36;1;0.41;N;4
22;20000;PROPIO;3;Educacion;A;7500;5.79;0;0.38;N;4
23;49400;ALQUILER;0;Educacion;A;20000;6.54;1;0.4;N;4
25;20000;HIPOTECA;1;Empresa;A;4000;5.79;0;0.2;N;2
25;50000;ALQUILER;10;PagoDeudas;A;20000;7.49;1;0.4;N;3
25;50000;ALQUILER;9;Educacion;C;20000;13.43;1;0.4;N;2
22;50000;ALQUILER;6;PagoDeudas;C;20000;13.22;1;0.4;N;2
22;20000;PROPIO;1;Empresa;C;5000;14.72;0;0.25;N;3
22;44000;ALQUILER;2;Educacion;E;20000;15.68;1;0.45;N;4
24;50866;ALQUILER;6;GastosMedicos;B;20000;;1;0.39;N;3
25;50950;ALQUILER;5;MejorasCasa;B;20000;11.48;1;0.39;N;3
24;51000;ALQUILER;8;Empresa;B;20000;10.38;1;0.39;N;3
22;51000;ALQUILER;5;Educacion;B;20000;12.53;1;0.39;N;3
22;51000;ALQUILER;0;Educacion;C;20000;13.47;1;0.39;N;2
24;51500;ALQUILER;6;Empresa;B;20000;12.21;1;0.39;N;4
25;51996;ALQUILER;9;Empresa;B;20000;10.99;1;0.38;N;3
25;52000;ALQUILER;1;Educacion;B;20000;11.36;1;0.38;N;4
22;46000;ALQUILER;2;PagoDeudas;D;20000;16;1;0.43;Y;4
26;20000;HIPOTECA;1;Personal;A;1500;7.74;0;0.07;N;3
24;52000;ALQUILER;8;Educacion;D;20000;15.65;1;0.38;Y;2
25;46000;ALQUILER;9;PagoDeudas;C;20000;11.78;1;0.43;Y;2
24;52559;ALQUILER;9;MejorasCasa;B;20000;;1;0.38;N;3
22;47000;ALQUILER;5;GastosMedicos;D;20000;16.77;1;0.43;N;3
22;54000;ALQUILER;2;Educacion;B;20000;9.91;1;0.37;N;4
23;48000;ALQUILER;7;GastosMedicos;D;20000;15.65;1;0.42;N;4
23;48000;ALQUILER;0;GastosMedicos;D;20000;14.96;1;0.42;N;3
23;54000;ALQUILER;1;Empresa;B;20000;11.83;1;0.37;N;4
24;48912;ALQUILER;0;GastosMedicos;C;20000;11.66;1;0.41;N;4
26;54996;ALQUILER;8;Educacion;B;20000;12.18;1;0.36;N;4
24;55000;ALQUILER;8;MejorasCasa;A;20000;6.91;1;0.36;N;2
25;55000;ALQUILER;3;PagoDeudas;A;20000;6.91;1;0.36;N;3
26;49000;ALQUILER;0;MejorasCasa;F;20000;19.79;1;0.41;N;3
25;55000;ALQUILER;0;Empresa;B;20000;9.88;1;0.36;N;4
22;20000;HIPOTECA;0;Personal;B;16600;9.76;0;0.83;N;3
23;55000;ALQUILER;5;PagoDeudas;B;20000;12.53;1;0.36;N;2
25;55200;ALQUILER;7;Empresa;B;20000;;1;0.36;N;4
23;20004;HIPOTECA;6;Personal;A;7125;6.99;0;0.36;N;2
23;57000;ALQUILER;3;Educacion;D;20000;16.89;1;0.35;N;2
22;51012;ALQUILER;1;Personal;D;20000;17.49;1;0.39;Y;4
23;20004;HIPOTECA;2;Educacion;E;2500;16.82;0;0.12;Y;2
26;20004;HIPOTECA;4;MejorasCasa;B;3600;;0;0.18;N;2
22;58000;ALQUILER;0;PagoDeudas;C;20000;13.11;1;0.34;N;2
23;58800;ALQUILER;7;PagoDeudas;A;20000;7.66;1;0.34;N;3
26;59000;ALQUILER;10;GastosMedicos;A;20000;6.17;1;0.34;N;3
26;53000;ALQUILER;1;Personal;E;20000;16.35;1;0.38;Y;4
23;60000;ALQUILER;7;GastosMedicos;A;20000;7.9;1;0.33;N;2
24;54000;ALQUILER;2;Empresa;D;20000;16.49;1;0.37;N;2
21;20245;PROPIO;5;Empresa;A;3550;;0;0.18;N;4
26;20280;HIPOTECA;5;MejorasCasa;A;7000;8;0;0.35;N;2
24;60000;ALQUILER;0;Personal;B;20000;10.99;1;0.33;N;2
24;20352;PROPIO;3;Empresa;A;7750;6.91;0;0.38;N;3
25;54000;ALQUILER;6;Personal;B;20000;8.88;1;0.37;N;3
24;60000;ALQUILER;8;Empresa;A;20000;;1;0.33;N;4
23;54000;ALQUILER;6;PagoDeudas;D;20000;14.84;1;0.37;Y;3
23;54000;ALQUILER;2;Personal;B;20000;11.12;1;0.37;N;2
22;60000;ALQUILER;4;Educacion;A;20000;7.88;1;0.33;N;3
25;60000;ALQUILER;2;Educacion;B;20000;;1;0.33;N;2
22;20400;HIPOTECA;6;Educacion;D;6000;15.99;0;0.29;Y;4
24;20400;HIPOTECA;5;PagoDeudas;B;5500;10.99;0;0.27;N;4
25;60000;ALQUILER;9;Educacion;B;20000;;1;0.33;N;3
25;54000;ALQUILER;1;Personal;D;20000;15.65;1;0.37;Y;3
24;54000;ALQUILER;1;Personal;E;20000;17.04;1;0.37;Y;3
23;60000;ALQUILER;3;Educacion;B;20000;12.21;1;0.33;N;2
21;20400;PROPIO;2;Educacion;C;1275;15.23;0;0.06;Y;3
25;54000;ALQUILER;1;PagoDeudas;D;20000;14.11;1;0.37;N;4
24;60000;ALQUILER;0;Personal;B;20000;11.14;1;0.33;N;2
21;20400;PROPIO;5;GastosMedicos;B;2400;11.49;0;0.12;N;4
24;60000;ALQUILER;8;Personal;D;20000;13.87;1;0.33;N;4
26;60000;ALQUILER;3;MejorasCasa;B;20000;10.08;1;0.33;N;4
23;54504;ALQUILER;1;Personal;E;20000;16.7;1;0.37;Y;4
24;55000;ALQUILER;2;Empresa;E;20000;18.64;1;0.36;N;2
24;61000;ALQUILER;2;MejorasCasa;B;20000;12.18;1;0.33;N;4
22;20400;PROPIO;0;PagoDeudas;D;3800;;0;0.19;Y;3
25;62000;ALQUILER;3;GastosMedicos;A;20000;6.54;1;0.32;N;3
24;56000;ALQUILER;3;Educacion;D;20000;14.61;1;0.36;Y;4
21;56000;ALQUILER;4;Empresa;E;20000;17.39;1;0.36;Y;3
24;62400;ALQUILER;8;MejorasCasa;B;20000;11.12;1;0.32;N;2
25;62400;ALQUILER;7;Empresa;B;20000;11.48;1;0.32;N;2
25;63000;ALQUILER;3;GastosMedicos;B;20000;12.42;1;0.32;N;3
26;58000;ALQUILER;0;PagoDeudas;B;20000;10.25;1;0.34;N;2
23;65000;ALQUILER;0;GastosMedicos;B;20000;10.65;1;0.31;N;3
24;20800;PROPIO;0;Personal;D;5000;16.29;0;0.24;Y;3
23;65000;ALQUILER;0;GastosMedicos;B;20000;10.37;1;0.31;N;2
23;65000;ALQUILER;7;Empresa;B;20000;11.49;1;0.31;N;3
24;20856;PROPIO;;Empresa;B;10000;10.59;0;0.48;N;4
25;20868;PROPIO;0;Empresa;C;5375;13.49;0;0.26;Y;2
26;59000;ALQUILER;3;Personal;C;20000;;1;0.34;N;4
23;59000;ALQUILER;7;Educacion;C;20000;12.29;1;0.34;N;4
21;21000;HIPOTECA;5;PagoDeudas;D;3500;17.27;1;0.17;Y;2
26;65004;ALQUILER;7;PagoDeudas;B;20000;11.99;1;0.31;N;2
25;59004;ALQUILER;1;Personal;D;20000;14.84;1;0.34;Y;2
23;59004;ALQUILER;5;PagoDeudas;B;20000;10.83;1;0.34;N;2
23;65500;ALQUILER;2;PagoDeudas;C;20000;13.22;1;0.31;N;2
22;66996;ALQUILER;3;Educacion;B;20000;12.18;0;0.3;N;2
23;67000;ALQUILER;0;GastosMedicos;B;20000;11.11;0;0.3;N;2
24;67000;ALQUILER;5;MejorasCasa;C;20000;13.48;0;0.3;Y;2
26;68000;ALQUILER;10;Educacion;B;20000;10.75;0;0.29;N;4
25;68000;ALQUILER;4;Personal;C;20000;12.53;0;0.29;Y;4
24;62400;ALQUILER;4;PagoDeudas;D;20000;14.84;1;0.32;N;4
23;69500;ALQUILER;3;Empresa;E;20000;17.74;0;0.29;Y;2
25;70000;ALQUILER;5;MejorasCasa;B;20000;9.99;0;0.29;N;2
22;70000;ALQUILER;2;Personal;A;20000;6.91;0;0.29;N;4
25;64000;ALQUILER;0;MejorasCasa;E;20000;;1;0.31;N;4
